Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
CPA Basics;Retention;T/F;A supplier should get your permission in writing before actually doing any maintenance/repair work?;TRUE;FALSE;;;A supplier has to tell a consumer before doing repairs or a service. They can't do the repairs/service and then charge for it, if they did not notify the consumer about the repairs/service.;8
CPA Basics;Retention;MC;What does a consumer have to do before a supplier does repairs or a service?;Authorise the repairs or service;Disagree with the repairs or service;Not ask for a quote;Not plan on paying the supplier;The consumer needs to be told before a supplier does repairs or a service and the consumer needs to agree that the repairs or service can and should be done.;8
CPA Basics;Application;Y/N;Would a builder need to let you know before doing any repairs on your house?;Yes;No;;;Any supplier, such as a builder, needs to let you know before they do any repairs or a service. If they don't notify you, you can't be charged.;16
CPA Basics;Seed;T/F;You can refuse to buy display products or products that have already been opened.;TRUE;FALSE;;;"As a consumer you have the right to refuse to buy products that have been on a display table, a mannequin or something similar that takes away from the products ""newness"".";5
CPA Basics;Retention;MC;If you're given a product that's been opened you can insist on it being replaced with:;An unopened one;A more expensive version;A completely different product;Steal the product;If a supplier (like a store or manufacturer) gives you a product that has already been opened, you're within your rights to reject that product and ask for an unopened one.;8
CPA Basics;Retention;T/F;You have the right to inspect goods first, before you accept delivery.;TRUE;FALSE;;;If products are delivered to you, you have the right to be able to look at them to make sure they aren't damaged or defective, before you sign for them.;8
CPA Basics;Retention;MC;What can you do if the goods you buy turn out to be already damaged?;Return them and ask for a refund;Fine the supplier;Lie about what was bought;Be charged extra by the supplier;If you buy products that are damaged, you have the right to return them to the supplier and ask for a refund, as long as you weren't the one who damaged them, within a reasonable period of time.;8
CPA Basics;Retention;Y/N;Should suppliers allow consumers time to examine bought or delivered products.;Yes;No;;;Suppliers should give their consumers the opportunity to examine delivered products to make sure they aren't damaged, defective or of a bad quality.;9
CPA Basics;Retention;MC;If you receive a delivery and the products are defective, you can:;Return them;Lie about what was delivered;Ask the supplier for free products;Be charged extra by the supplier;If a consumer has something delivered and it is of a bad quality, defective or damaged, the consumer can return it to the supplier and ask for a refund, within a reasonable period of time.;8
CPA Basics;Retention;MC-F;You can be made to pay for products you weren't going to buy if you_____;Deliberately damage the products;Litter inside the shop;Look interested in the products;All of the above;A supplier can charge consumers for loss or damage of property if they purposefully damages things, or damage things by acting recklessly.;9
CPA Basics;Application;MC;What should you do if you buy a shirt and it has a hole in it?;Return it to the supplier;Ask for three free shirts;Ask for a discount on all clothes;Steal something later from the supplier;If you buy a shirt, or any product, that is damaged or in any way defective, you can return it to the supplier and ask for a refund (this needs to be done in a reasonable period of time).;16
CPA Basics;Seed;T/F;You have the right to receive an agreement in plain language.;TRUE;FALSE;;;You have the right to ask for contracts or agreements to be in plain language, or in other words, a writing style that is relatively easy to understand.;6
CPA Basics;Retention;MC;Suppliers (including shops) have to _____________;Clearly show the prices of products;Hide the prices of products;Block the prices of products;Not tell consumers the prices of products;Suppliers have to clearly show the prices of products in a place where consumers can see them. They can't try to hide or obscure prices.;8
CPA Basics;Retention;MC;What do suppliers have to do when advertising a sale or promotion?;Clearly show the start and end date;Give you a special discount;Hide the start date;Hide the end date;Suppliers have to clearly show the start and end dates of sales or promotions in promotional materials, such as flyers of brochures.;8
CPA Basics;Retention;MC;If a product has two different advertised prices, a consumer can ask to:;Pay the lower of the two prices;Have the product for free;Pay for one and get another one for free;Pay half of the displayed price;If a product has two prices displayed for it, a consumer can ask to pay the lower of the two prices for the product. The supplier can't charge the consumer the higher of the two prices.;8
CPA Basics;Retention;Y/N;Can consumers ask suppliers for receipts or invoices?;Yes;No;;;Consumers can ask suppliers for a receipt or invoice after making a purchase. They don't have to pay for the receipt or invoice.;9
CPA Basics;Retention;MC-AOTA;Which of these should a receipt or invoice have on it?;All of the above;Name, description and price of the good(s);Date of purchase;Supplier's name and address;A receipt or invoice needs to include the name, description and price of the good/s, including any tax, as well the date of the purchase and the supplier's name, address and contact information.;9
CPA Basics;Application;MC;What can you do if a TV has two different prices displayed for it?;Ask to pay the lower of the two prices;Ask for the TV for free;Ask to pay half the price;Ask to buy one TV and get another for free;If two prices are displayed for a product, like a TV, you can ask to pay the lower of the two prices. The supplier can't tell you to pay the higher of the two prices.;15
CPA Basics;Application;Y/N;If you buy something from a shop, you can ask for a receipt.;Yes;No;;;You have the right to ask for a receipt or invoice after you have made a purchase. The receipt or invoice needs to have certain information on it like the name, description and price of the purchase.;15
CPA Basics;Application;MC;Amongst other things, what should a brochure for a grocery store sale show?;The start and end date of the sale;A picture of the shop owner;A bright heading;The shop's name in large letters;According to the Consumer Protection Act, a brochure, flyer or any other form of advertisement for a promotion/sale needs to clearly show the start and end date of the sale.;15
CPA Basics;Seed;MC;What can a supplier NOT do when advertising their products or services?;Purposefully use the wrong information;Use brochures or flyers;Advertise their address;Use bright colours;Suppliers aren't allowed to purposefully use the wrong information about products or services when advertising their business.;5
CPA Basics;Retention;Y/N;Are suppliers allowed to lie about the price of a product?;No;Yes;;;A supplier can't lie about the price of products, even if they are doing it to try to promote their product.;9
CPA Basics;Retention;T/F;A supplier can be dishonest about the benefits of a product.;FALSE;TRUE;;;A supplier isn't allowed to be dishonest about the benefits of a product, for example, a shampoo can't say it will make your hair grow back if it can't affect hair growth.;10
CPA Basics;Application;MC;When advertising a service, a supplier can't:;Lie about the prices of their services;Show their business name;Have descriptions of their services;Have customer reviews of their services;A supplier can't lie about the prices of their services when advertising their business. They also can't lie about the benefits or uses of a product.;15
CPA Basics;Seed;Y/N;Is a supplier allowed to offer rewards through a loyalty programme and plan not to give them?;No;Yes;;;According to the CPA, suppliers are not allowed to offer rewards through loyalty programmes if they don't intend to give those rewards to qualifying customers.;3
CPA Basics;Retention;MC-AOTA;Before joining a loyalty programme, which of these should you be shown?;All of the above;What the rewards are;The products and services involved;How to participate and get rewards;Documents about loyalty programmes should include a description of the programme and rewards, the names of products/services involved and instructions on how exactly to participate and get rewards.;10
CPA Basics;Retention;MC;Any documents about loyalty programmes should also include:;Contact details for the programme;The prices of products;The name of the manager;The names of the employees;Documents explaining loyalty programme should also include contact details, so that consumers can access the programme in connection with any rewards they may have earned.;10
CPA Basics;Application;MC;Which of these should you expect to see on a loyalty programme application form?;A description of the loyalty programme;The name of the manager;All the names of the employees;A list of all products the supplier sells;When you apply for a loyalty programme, the supplier/service provider should make sure that you have easy access to a full description of that loyalty programme.;15
CPA Basics;Seed;MC-AOTA;Which of the following is a supplier {{NOT}} allowed to do?;All of the above;Physically hurt a consumer;Harass a consumer;Put unfair pressure on a consumer;A supplier is not allowed to physically hurt, harass, intimidate, threaten or put unfair pressure on a consumer. ;4
CPA Basics;Retention;MC;A supplier isn't allowed to:;Be dishonest about their products and services;Ask you to pay for products and services;Help you pack your bags;Ask you to pay with cash and not card;According to the Consumer Protection Act, suppliers are not allowed to be dishonest about their products or services when advertising them or discussing them with you as a customer.;8
CPA Basics;Retention;MC;What happens if a consumer pays for a product and then the supplier runs out of stock?;The consumer must get their money back;The consumer must pay extra;The consumer can be fined;The consumer must go to another supplier;If a consumer pays for a product and then the supplier runs out of stock of that product, the supplier must refund the consumer with interest and compensate for any other resulting costs.;9
CPA Basics;Application;MC;What is a supplier {{NOT}} allowed to do when you're shopping?;Pressure you into buying something;Ask you if you need help;Show you products that are on sale;Help you pack your bags;When you're shopping, the supplier is not allowed to put unfair pressure on you to buy something, such as shouting at you, intimidating you or threatening to hurt you.;16
CPA Basics;Seed;MC;Who do you go to if you think a contract may be unfair?;The National Consumer Tribunal (NCT);The Equality Court;The magistrate's court;The Supreme Court;If you think a contract you have signed is unfair, unreasonable or unjust, you can go to the National Consumer Tribunal (NCT). ;10
CPA Basics;Retention;MC;What do suppliers have to do if their products are sold as damaged or unsafe?;Refund the consumer or repair or replace the products;Fine the consumer;Refuse to help the consumer;Make the consumer pay for half of the products;If products are damaged or unsafe, suppliers have to either refund the consumer or replace or repair the products. The supplier must pay for this and not the consumer.;8
CPA Basics;Retention;MC;How long do consumers generally have to return damaged or unsafe products?;6 months;1 year;3 years;1 week;Consumers should return damaged or unsafe products within 6 months to ask for a refund, replacement or repairs (which the supplier must pay for).;9
CPA Basics;Retention;MC;If you pay for a service, the CPA says that it should be________;Of a good quality and done on time;Of a bad quality and done late;Of an average quality;Of a bad quality and done very late;If a consumer pays for a service, they can expect the service to be of a good quality and done on time by the supplier.;8
CPA Basics;Retention;MC;Dangerous products (like chemicals) should be_______;Clearly labelled as dangerous;Banned;Wrapped in plastic;Unlabelled;If a product is dangerous, a supplier has to clearly label the product so consumers know it is dangerous. The supplier also has to tell the consumer how to use the product in a safe way.;8
CPA Basics;Application;MC;If you buy a TV and it's delivered broken, what can you do?;Ask the supplier for a new one;Ask the supplier for two new ones;Ask the supplier for free products;Ask the supplier for a loan;If any product you have bought is delivered broken or damaged in any way, you can ask the supplier for a refund, or to repair or replace the product. The supplier should pay for this, and not you.;15
CPA Basics;Application;T/F;Dangerous products should come with clear warning labels and instructions on how to use them.;TRUE;FALSE;;;Any dangerous or hazardous product (such as a toxic cleaning detergent) should have a clear warning on its label, as well as instructions on how to safely handle and use it.;15
CPA Basics;Seed;MC;What do we call an agreement where a supplier holds the goods you want, until you've paid them off?;A lay-by agreement;A mortgage;An instalment sale;A credit card;A lay-by agreement is when a consumer pays for something over a period of time and the supplier keeps the products until they've been paid for. The consumer normally needs to make a deposit.;3
CPA Basics;Retention;Y/N;According to the CPA, can you buy products or services using lay-by agreements?;Yes;No;;;According to the CPA, consumers can purchase products and services through lay-by agreements with suppliers.;8
CPA Basics;Retention;MC;Which of these could happen if a supplier can't give you the product you bought on lay-by?;You're given the same or better product;The supplier pays a fine;You pay a fine;The supplier is shut down;If you finish paying something off on lay-by but the supplier actually hasn't kept your product for you, the supplier can set things right by giving you the same or better product.;10
CPA Basics;Application;MC;What can you ask for if a shop hasn't kept the lay-by item that you've fully paid for?;A refund with interest;Free additional products;A discount on everything;A discount for your family;If a supplier doesn't give you the lay-by products after you have paid for them, you can ask for a refund with interest.;16
