Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Unsecure vs secure credit;Retention;MC;Credit that isn't supported by any security is______________;Unsecured credit;Secured credit;Dangerous credit;Smart credit;If you get a loan/credit without agreeing to give the lender something valuable of yours in the event that you are unable to pay, then you've been given {{unsecured credit}}.;8
Unsecure vs secure credit;Retention;MC;If you take out a loan without putting up collateral, then it is a____________;Unsecured loan;Secured loan;Dangerous loan;Smart loan;Unsecured loans usually come with higher interest than secured loans. This is because there's no security to cover the lender in the event that the loan can't be paid back.;10
Unsecure vs secure credit;Retention;MC;Which of these is typically unsecured credit?; A personal loan;A home loan;Pawn transaction;A mashonisa loan;Personal loans from a formal lender like a bank are generally unsecured loans, meaning you don't have to put up security in order to be approved for one. The downside is higher interest.;11
Unsecure vs secure credit;Retention;MC;Which of these is typically unsecured credit?;A credit card;A home loan;Vehicle finance;A mashonisa loan;Although secured credit cards do exist, credit cards are generally a type of unsecured credit that are based on creditworthiness rather than any security.;12
Unsecure vs secure credit;Retention;MC;Which of these is typically unsecured credit?;A clothing store account;A home loan;Pawn transaction;A mashonisa loan;Clothing stores generally offer customers credit in the form of store accounts, without asking for the accounts to be secured by anything in particular.;13
Unsecure vs secure credit;Application;T/F;Home loans are always secured loans.;TRUE;FALSE;;;A home loan is secured credit because the house acts as its own security. If you stop paying your home loan and don't try to make a plan, eventually your house will be handed over to the bank.;18
Unsecure vs secure credit;Application;T/F;A {{home loan}} is an example of unsecured credit.;FALSE;TRUE;;;A home loan is secured credit because the house acts as its own security. If you stop paying your home loan and don't try to make a plan, eventually your house will be handed over to the bank.;18
Unsecure vs secure credit;Application;MC;Unsecured credit has higher interest rates because____________ ;There's more risk;There's no documents;There's no tax;There's less risk;Unsecured loans usually come with higher interest than secured loans. This is because there's no security to cover the lender in the event that the loan can't be paid back.;19
Unsecure vs secure credit;Application;MC;Which of these would you expect to have the higher interest rate?;A personal loan;A home loan;A vehicle finance agreement;Tax returns;A home loan is an example of {{secured credit}} . The house acts as its own security, and if you stop paying the home loan, eventually your house will be taken back by the lender.;20
Unsecure vs secure credit;Application;T/F;For lenders, unsecured credit is riskier than secured credit.;TRUE;FALSE;;;Unsecured loans usually come with higher interest than secured loans. This is because there's no security to cover the lender in the event that the loan can't be paid back.;18
Unsecure vs secure credit;Application;T/F;Unsecured loans are dangerous loans to take out.;FALSE;TRUE;;;"""Unsecured"" loans aren't called that because they are more dangerous. They're called that because there is no security to make the loan more secure for the lender.";18
