Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Spending and Shopping Smart;Retention;MC;How can your feelings negatively affect your shopping and spending habits?;They can cause emotional spending;They can help you save money;They can help you have less debt;They can help you not to waste money;Feelings, especially negative ones, can negatively affect your shopping and spending habits by causing emotional spending.;9
Spending and Shopping Smart;Retention;MC;Buying things you don’t need, or even really want, is known as __________;Emotional spending;Clever spending;Smart spending;Wise spending;Emotional spending is when you make rash decisions to buy things, which you may not need or even want, simply because you're stressed, sad, lonely, etc. ;9
Spending and Shopping Smart;Retention;MC;Emotional spending can also be caused by:;Being hungry;Having a budget;Using an overdraft facility;Using credit card;Emotional spending can also be caused by hunger. If you go to the shop when hungry, you are more likely to buy things you don't need, even if you're not shopping for food.;10
Spending and Shopping Smart;Retention;MC;How can emotional spending cause you to waste money?;You buy things you don't need;You spend money carefully;You budget carefully;You plan your purchases;Emotional spending can cause you to waste money because it can lead to you buying things you don't need. Sometimes, you may find you don't even like your purchases once you no longer feel that way.;10
Spending and Shopping Smart;Retention;MC;How can you stop emotional spending?;Wait before you buy something;Buy things when you feel angry;Buy things when you feel happy;Use too many credit cards;You can help stop emotional spending by waiting before buying something. If you see something that you want or like, wait a few days before buying it.;11
Spending and Shopping Smart;Application;T/F;If you're feeling angry and tired, you should try to avoid shopping.;TRUE;FALSE;;;If you're feeling emotional, try not to shop because you could buy things you don't need. If you have to go to the shop, try to wait before purchasing things you're not sure you need.;16
Spending and Shopping Smart;Application;MC;What could you do to stop emotional spending when hungry?;Eat before you go to the shop;Use too many credit cards;Not use a budget;Spend a long time in the shops;A good way to stop emotional spending when you feel hungry, is to eat before shopping for anything. Hunger can cause emotional spending even when you're not shopping for food.;18
Spending and Shopping Smart;Seed;MC;What is a coupon?;A voucher that can be used for a discount;A credit card;A fine from a shop;A till slip;A coupon is a voucher that can be used to get a discount on certain products. Brands or shops can distribute them.;5
Spending and Shopping Smart;Retention;MC;Where can you find coupons?;On products, in newspapers/flyers or online;On your debit cards;On your credit cards;On invoices;You can find coupons in many different places. Some products have coupons attached to them. Sometimes, you can find them in flyers, newspapers or brochures. You can also find them on certain websites.;9
Spending and Shopping Smart;Retention;Y/N;Do coupons have expiry dates?;Yes;No;;;Coupons have expiry dates. Try to make sure that you use any coupons you get before they expire. The expiry date is normally printed on them in smaller writing.;10
Spending and Shopping Smart;Retention;MC;When using coupons, you should:;Make sure that you have the right product;Buy things you don't need;Use too many credit cards;Shop when you're hungry;Coupons can only be used for specific products. Make sure that you have the right product when using a coupon. Sometimes, product size can also be important when using a coupon.;10
Spending and Shopping Smart;Retention;MC;When using coupons at a shop, you should:;Know the shop's rules about coupons;Not look at the expiry date;Use expired coupons;Use a coupon for the wrong product;When using a coupon at a shop, make sure that you know the shop's rules about coupons. Shops can have different rules about when and how coupons can be used.;10
Spending and Shopping Smart;Application;MC;You get a coupon for a product. What should you check?;The expiry date;How large the coupon is;Where you found the coupon;If your friends have coupons;If you get a coupon for a product that you want to buy, make sure to check the expiry date so you can use the coupon before it expires.;15
Spending and Shopping Smart;Application;MC;You want to shop smartly, you can:;Use coupons;Shop when you're angry;Buy things you can't afford;Not use a budget;Coupons can help you shop smartly. By using them, you can get discounts on products you need and therefore save money.;16
Spending and Shopping Smart;Seed;MC;A system that rewards customers for using a certain shop/business is a __________;Loyalty programme;A favouritism programme;A shopping programme;A loyalty series;" A business's loyalty programme usually works by giving you points and rewards for spending money with them. The more you choose that business (or the more ""loyal"" you are), the more you're rewarded.";5
Spending and Shopping Smart;Retention;MC-AOTA;Which of these could you get as a loyalty programme reward?;All of the above;Points;Discounts;Cash-back;Loyalty programmes often work with a points system. Points are gathered when buying certain (or all) products. These points then translate into rewards like discounts, cash-back, free products, etc.;10
Spending and Shopping Smart;Retention;MC;When you join a loyalty programme, you could expect to get a:;Loyalty card;Fine;Till slip;Credit card;When you join a shop's loyalty programme, it's normal to get a loyalty card. The card is swiped or processed when you pay for something(s) and you receive the corresponding amount of points.;9
Spending and Shopping Smart;Retention;MC;What do most loyalty programmes give customers when they use their card?;Points;Debt;Credit;Fines;Most loyalty programmes give their customers points when using their loyalty cards. These can be used to get rewards, such as discounts or free products.;10
Spending and Shopping Smart;Retention;MC;What can people do with their points from their loyalty cards?;Get discounts off of purchases;Lose money;Get fined;Never pay for anything;Customers can use the points from their loyalty cards to get discounts off of purchases. Some people let them add up so that they can buy things for free.;10
Spending and Shopping Smart;Retention;T/F;Some shops put certain products on promotion for people with loyalty cards.;TRUE;FALSE;;;Some shops will put certain products on promotion for people with loyalty cards. This means people with loyalty cards will get a discount on that product.;10
Spending and Shopping Smart;Retention;MC;How can you get a loyalty card?;Join a loyalty programme at a store;Make your own;Borrow someone's loyalty card;Turn your bank card into one;You can get a loyalty card by joining the loyalty programme at a store. This normally involves giving some of your personal information to the store by filling in a form.;11
Spending and Shopping Smart;Retention;Y/N;Do you have to join every loyalty programme?;No;Yes;;;You don't have to join every loyalty programme at every store. You can only join the ones that suit you and will help you to shop smartly.;11
Spending and Shopping Smart;Application;MC;If you always use a shop, what could you get to help you shop smartly?;A loyalty card;Debt;Products you won't use;Products you don't need;If you always use a shop, you could consider getting a loyalty card. This will help you earn rewards, such as discounts or free products.;16
Spending and Shopping Smart;Application;MC;You need to join a loyalty programme to:;Get a loyalty card;Get more debt;Never have to pay for products;Waste money;To get a loyalty card, you need to join a loyalty programme. You normally do this by giving some of your personal information to the store by filling in a form.;15
Spending and Shopping Smart;Seed;MC;If you withdraw money from your bank's ATM, you may have to pay a:;Withdrawal fee;Take away fee;Money fee;Cash fee;If you withdraw money from one of your own bank's ATMs, you may have to pay a withdrawal fee. The fee usually corresponds to the amount of money you withdraw.;4
Spending and Shopping Smart;Retention;MC;Because you may have to pay withdrawal fees, you should:;Try not to withdraw too often;Withdraw every day;Withdraw many times a day;Withdraw small amounts daily;You may have to pay fees every time you withdraw from an ATM. Therefore it can save you money to withdraw larger amounts of cash every now and then, rather then regularly drawing small amounts.;9
Spending and Shopping Smart;Retention;Y/N;Can you withdraw money from any bank's ATM?;Yes;No;;;You are able to withdraw money from any bank's ATM, regardless of if you are part of that bank or not.;8
Spending and Shopping Smart;Retention;MC;What happens if you withdraw money from an ATM that is not part of your bank?;You're charged a higher withdrawal fee;Your card is taken;You can't withdraw any money;You have to join that bank;If you withdraw money from an ATM that is not part of your bank, you will have to pay a higher withdrawal fee for that withdrawal than if you'd used your bank's ATMs.;10
Spending and Shopping Smart;Retention;MC;If you want to spend smartly, you should:;Try to withdraw from your bank's ATMs;Use too many credit cards;Not use a budget;Ignore your spending limits;A way to save some money every month is to try whenever possible to withdraw money from an ATM that is part of your bank. You then won't have to pay the higher withdrawal fee for using another bank.;10
Spending and Shopping Smart;Retention;MC;You can also withdraw money at:;Certain shops' tills;All shops' tills;Credit providers;Tax collectors;You can also choose to withdraw money at certain shops (depending on what bank you are with). You can withdraw the cash at a till point.;9
Spending and Shopping Smart;Seed;T/F;All bank accounts have the same fees.;FALSE;TRUE;;;Different bank accounts have different fees. Some bank accounts have higher fees than others, whilst some have additional fees.;5
Spending and Shopping Smart;Retention;MC;When choosing a bank, you should:;Choose one that's right for you;Choose the first one you see;Spend money you don't have;Create a lot of debt;You should check to make sure that your bank account is right for you and that it meets your needs and goals. Consider things like ATM reach, online offerings and fees.;8
Spending and Shopping Smart;Retention;MC;If you need to pay bills every month, you can use:;Debit orders;Credit orders;Debt;Debt orders;If you need to pay bills or accounts every month, you can set up debit orders from your account. These are automatic payments that occur every month.;9
Spending and Shopping Smart;Seed;MC;When you save money, you:;Put money away;Spend money;Create debt;Get credit;When you save money, you put money away for the future. This money can come from your income, an inheritance, donations or a prize.;4
Spending and Shopping Smart;Retention;MC-AOTA;Why do people save money?;All of the above;To prepare them for retirement;To help them pay for things in the future;To pay for any emergencies;People save money for a number of reasons. Some people save for their retirement, others save to help them pay for things in the future and others save to help pay for any emergencies.;8
Spending and Shopping Smart;Retention;MC;Why should you save money?;It can help you in the future;It makes you waste money;It makes you get into debt;You'll never have to pay for anything;It is important to save money because it can help you in the future. Saved money can help you when you retire or when there is an emergency you didn't expect.;9
Spending and Shopping Smart;Application;MC;If you want to be prepared for the future, you can:;Save money;Spend all your money;Get into debt;Waste money;A good way to be prepared for the future is to save money. This can help you pay for your retirement, buy a large purchase or pay for any emergencies that might happen.;15
Spending and Shopping Smart;Seed;MC;You should aim to:;Save a little bit of money every month;Save all your money every month;Not pay for your expenses;Save at the end of the month;You should aim to save a little bit of money every month. You don't have to save all of your income, just a small portion.;4
Spending and Shopping Smart;Retention;MC;Where should you include the amount you want to save?;In your budget;In your wallet;You should just spend it;Not in your budget;You should include the amount you want to save in your budget. This will help you remember to save this amount every month.;9
Spending and Shopping Smart;Retention;T/F;Saving every month can help create good saving habits.;TRUE;FALSE;;;Saving a little bit of money at the beginning of every month can help create good saving habits and help make your savings grow.;9
Spending and Shopping Smart;Retention;MC;Good saving habits are important because they:;Help you save every month;Make you waste money;Create debt;Make you lose money;Good savings habits are important because they help you get into the habit of saving money every month.;10
Spending and Shopping Smart;Retention;MC;Everyone's savings and saving habits are:;Different;The same;Identical;Alike;Just like budgets, savings and saving habits are different for different people. You need to find a way of saving that suits you.;10
Spending and Shopping Smart;Application;MC;If you want to save money every month, what will help you?;A budget;Debt;No budget;An overused credit card;If you want to save money every month, a budget can help you. You can include the amount you want to save in your budget.;15
Spending and Shopping Smart;Seed;MC;To successfully save, you need:;Clear goals;No goals;A vague idea;Not specific goals;In order to successfully save, you need clear goals. These will help motivate you to save and will also help guide you on how much you should save.;4
Spending and Shopping Smart;Retention;MC;Why are goals important when saving?;They motivate and guide you;They make you waste money;They confuse you;They make you lose money;Goals are important when saving because they can help motivate and guide you. It is important to try and create goals when saving, especially if you want to save over a long period.;8
Spending and Shopping Smart;Retention;T/F;Saving goals can either be short-term or long-term.;TRUE;FALSE;;;Saving goals can either be short-term or long-term. Long-term saving goals are normally for over a year.;9
Spending and Shopping Smart;Retention;MC-AOTA;Which of the following could be a short-term saving goal?;All of the above;Saving for a pair of shoes;Saving for emergencies;Saving for a holiday;Short-term saving goals are for things in the near future. You can set your short-term saving goals to save for an expensive purchase, emergencies or for holidays.;9
Spending and Shopping Smart;Retention;MC;A long-term saving goal could be:;Saving for retirement;Saving for a holiday;Saving for a TV;Saving for an emergency;Long-term saving goals are normally for a number of years, such as saving for retirement, a house or a child's schooling.;9
Spending and Shopping Smart;Retention;Y/N;Are everyone's saving goals the same?;No;Yes;;;Not everyone's saving goals are the same. People want different things and value different things, so everyone's saving goals are different. You need to find goals that suit you.;10
Spending and Shopping Smart;Application;MC;What do you need to successfully save money every month?;Clear goals;No goals;No plan;A vague idea;To successfully save money every month, you need clear goals. These can help motivate and guide you when saving.;15
Putting money away;Seed;MC-AOTA;Where can you put money you want to save?;All of the above;Keep it in cash;Keep it in a savings account;Invest it;There are a number of ways to keep the money you want to save. You can keep it as cash (which is risky), keep it in a special savings account or invest it.;5
Putting money away;Retention;MC;Why can keeping saved money as cash be risky?;You can easily spend it or it can be stolen;It can expire;It can grow mould on it;It can become too old to be used;Keeping your savings as cash, especially when saving for long-term goals, can be risky because cash can be easily spent and it can also be stolen.;9
Putting money away;Retention;MC;Who can you ask to help you to save money in a savings account?;Your bank or a financial institution;Your credit provider;Your family;A tax official;You can ask your bank or another financial institution for help if you want to save money in a savings account. There are many different accounts to help you save money.;9
Putting money away;Retention;MC;Why is it better to save money in an account and as not cash?;It is safer and can increase with interest;You don't have to pay your debt off;You get more credit;You can create more debt;It is better to save money in an account and not as cash because the money in the account is safer and it can increase with interest.;10
Putting money away;Retention;MC;What else can you choose to do with money you have saved?;Invest it;Spend it;Create more debt;Waste it;You can also choose to invest any money you may have saved. You can do this through your bank or other financial institutions.;10
Putting money away;Retention;MC;Who can you ask to help you if you want to invest saved money?;Your bank or a financial institution;Your credit provider;Your friends;A debt collector;If you want to invest money, you can ask your bank or another financial institution for help. Remember, investing can be risky and you should use a reputable source to help you.;10
Putting money away;Application;MC;Which of the following is a good way to keep saved money?;In a savings account;Under your mattress;In your roof;Under the floor of your house;A good way to save and keep saved money safe is through a savings account at a bank or at another financial institution. Keeping saved money as cash is very risky.;15
Putting money away;Application;MC;When saving, which of these is the safest thing to do?;Invest it with your bank;Invest it with an unqualified banker;Keep it as cash;Waste it;You can choose to invest saved money through banks and other financial institutions. Try to make sure that you invest with a reputable institution that will secure your investment.;16
