Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Financial security;Application;MC;If you don't have enough money to cover your expenses, you are ____________;Not financially secure;Not well educated;Financially secure;Unlucky;If you are in a situation where each month your income isn't enough to pay for all your expenses, then you are in a dangerous financial position and not financially secure. ;19
Financial security;Application;Y/N;Should you be putting money into your savings if you can't cover your expenses?;No;Yes;;;In order to be in a good financial position and financially secure, the first thing you need to do is to make sure you can cover your expenses. Only then can you start to put money into your savings.;19
Financial security;Seed;MC-AOTA;Which of these things does being {{financially secure}} allow you to do?;All of the above;Save for emergencies;Save for your retirement;Pay for all your expenses;Being financially secure essentially means you don't have to stress about money because you have enough to cover your expenses, with some money left over for savings or unexpected expenses.;5
Financial security;Retention;MC;Which of these allows you to start putting money into your savings?;Being financially secure;Committing fraud;Being independent;Getting a degree;In order to start putting money away (saving money), you need to have enough money to cover your expenses, plus a little left over. In other words, you need to first be financially secure;8
Financial security;Retention;MC;If you always have enough money to pay for unexpected (emergency) expenses, you are ___________;Financially secure;A criminal;A film star;Financially unsafe;When you are truly financially secure, you have enough of {{your own money}} to cover both your normal expenses, plus any unexpected or emergency expenses that may need to be paid for.;12
Financial security;Application;T/F;If you're financially secure, it's easier to pay for unexpected expenses;TRUE;FALSE;;;When you're financially secure, you have money saved for unexpected expenses. So when something breaks or you need to go to the doctor, you can pay for those things without needing to borrow money.;17
Financial security;Application;T/F;Being financially secure makes it difficult to save for retirement.;FALSE;TRUE;;;Being financially secure is what makes it possible to save for retirement. Saving for retirement requires you to have extra money at the end of each month, after all necessary expenses are paid for.;18
Financial security;Application;Y/N;Are you financially secure if you have to continually borrow money to pay for things?;No;Yes;;;A big part of being financially secure is having enough of your own money to cover your expenses, even unexpected ones. Financially secure people don't need to keep borrowing money.;19
Financial security;Application;Y/N;Does becoming financially secure make it easier to control your debt?;Yes;No;;;When you continually struggle to cover expenses, you're forced to borrow more and more money and get more and more into debt. Becoming financially secure allows you to start reducing your debt.;20
Financial security;Seed;MC-AOTA;Which of these can help you to become more financially secure?;All of the above;Lowering your necessary expenses;Cutting out unnecessary expenses;Increasing your income;Increasing your income is one way to become more financially secure, but it isn't the only way. In fact, it's usually easier to start by reducing how much you spend (your expenses).;5
Financial security;Retention;MC;{{Saving money where you can}} is known as_____________;Reducing unnecessary expenditure;Increasing unnecessary expenditure;Increasing your income;Lowering your income;Reducing unnecessary expenses is something you can start working on immediately. You may find that you can cut down your spending more than you ever realised.;9
Financial security;Retention;MC;The first step to becoming more financially secure is to___________;Reduce unnecessary expenses;Get a new job;Increase your income;Pay more tax;Reducing your expenses is something you can start working on immediately. If you create a budget, you may find there are more things you can cut down on than you thought.;10
Financial security;Retention;MC;Which of these things helps you to reduce your unnecessary expenses?;A budget;A law degree;A better job;A calculator;Creating a budget is a great way to work out where you've been spending your money and highlight any unnecessary spending that you may not have been fully aware of.;12
Financial security;Application;T/F;Earning more money is the only way to become financially secure.;FALSE;TRUE;;;Increasing your income is one way to become more financially secure, but it isn't the only way. In fact, it's usually easier to start by reducing how much you spend (your expenses).;12
Financial security;Application;T/F;Spending less money on unnecessary things is the first step to becoming financially secure.;TRUE;FALSE;;;When your income isn't enough to cover your expenses, you first reaction may be to try and make more money. But you should first try your best to cut out unnecessary spending.;15
Financial security;Application;T/F;Shopping where groceries are cheaper is a good way to cut down on your spending.;TRUE;FALSE;;;It can make a significant difference to your financial security if you take notice of price changes and always shop at the most affordable places with the best deals.;15
Financial security;Application;T/F;Making sure your phone is on WiFi whenever possible is a good way to save money.;TRUE;FALSE;;;Little things like making sure your phone is using WiFi whenever possible (at work or otherwise) are good ways to cut down on how much data you end up paying for.;16
Financial security;Application;Y/N;Is creating a {{budget}} a good way to see exactly what you spend your money on?;Yes;No;;;Creating a budget is a great way to work out where you've been spending your money and what you could possibly cut down on. In other words, it's a great way to track your expenditure.;17
