Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Creditworthiness and credit checks;Seed;MC-AOTA;What does a credit report indicate?;All of the above;Payments you may have missed;How well you pay your bills;How much debt you're in;Your credit report is a compilation of payment behaviour information, including arrears accounts, missed payments and the debt you're carrying (if these things are applicable to you).;7
Creditworthiness and credit checks;Retention;MC;Which of these is another term for credit report?;Credit history;Credit texts;Credit chronicle;Debit history;"Credit bureaus typically present your credit record as a credit report, also known as your ""credit history."" If you've never taken up formal credit, you won't have a credit history.";9
Creditworthiness and credit checks;Retention;MC-AOTA;Which of these can show up on your credit report?;All of the above;Defaulted accounts;Credit-related court judgements;Rejected credit applications;Defaulted accounts (accounts more than 3 months in arrears), credit-related court judgements, and previously-rejected credit applications all negatively affect your credit record.;10
Creditworthiness and credit checks;Retention;MC;Typically, how often do credit providers report to credit bureaus?;Every 30 days;Every 2 weeks;Every day;Once a year;Credit bureaus typically report on their customers' payment behaviour (good or bad) every 30 days. This is why your credit report and score update on a monthly basis.;13
Creditworthiness and credit checks;Application;T/F;Anytime you miss a payment, it can negatively affect your credit report.;TRUE;FALSE;;;Missing a payment doesn't just cost you in terms of interest and penalties. It can negatively affect your credit record because it shows up on your credit report.;15
Creditworthiness and credit checks;Application;Y/N;Does the info in your credit report come from the credit providers you have accounts with?;Yes;No;;;Credit bureaus don't investigate people themselves. They get their information from the different credit providers you've used before (or are currently using).;16
Creditworthiness and credit checks;Application;T/F;Your credit report indicates how well you handle paying back credit.;TRUE;FALSE;;;Your credit report shows if you can be trusted to take out credit and pay it back as agreed. If your credit report has negative information in it, your chances of getting new formal credit are low.;16
Creditworthiness and credit checks;Seed;MC;A number that indicates the strength of your credit report is your ________;Credit score;Credit number;ID number;Credit equation;Your credit score is based on the information in your credit report. A high score generally means your credit report is good, meaning you've been making your credit payments on time.;4
Creditworthiness and credit checks;Retention;MC;Which of these can be seen as a quick snapshot of your credit report?;Your credit score;Your credit number;Your tax number;Your tax score;Your credit score is based on the information in your credit report. A high score generally means your credit report is good, meaning you've been making your credit payments on time.;9
Creditworthiness and credit checks;Retention;MC;What is your credit score based on?;Your credit report;Your bank account;Your employment history;Your tax score;Your credit score is based on the information in your credit report. A high score generally means your credit report is good, meaning you've been making your credit payments on time.;11
Creditworthiness and credit checks;Retention;MC;How often is your credit score updated?;Once a month;One a day;Once a year;Twice a year;Credit bureaus typically report on their customers' payment behaviour (good or bad) every 30 days. This is why your credit report and score update on a monthly basis.;12
Creditworthiness and credit checks;Application;T/F;Your {{credit score}} reflects your recent credit payment behaviour.;TRUE;FALSE;;;Your credit score is generally updated on a 30-day basis to reflect any changes in your credit report. So if you miss a payment this month, your credit score will go down in the following month.;17
Creditworthiness and credit checks;Application;T/F;Missing payments don't affect your credit score.;FALSE;TRUE;;;Your credit score is generally updated on a 30-day basis to reflect any changes in your credit report. So if you miss a payment this month, your credit score will go down in the following month.;17
Creditworthiness and credit checks;Application;T/F;If you have a low credit score, there are probably issues with your credit behaviour.;TRUE;FALSE;;;Your credit score is based on the information in your credit report. When your score goes down, this means something negative has been reported to the credit bureau.;18
Creditworthiness and credit checks;Application;T/F;Your credit score is {{not}} connected to your credit history.;FALSE;TRUE;;;Your credit score is based on the information in your credit report, which in turn is a compilation of your reported credit history.;18
Creditworthiness and credit checks;Application;T/F;Your credit score sums up the strength of your credit report.;TRUE;FALSE;;;Your credit score is based on the information in your credit report. A high score generally means your credit report is good, a low score means your report is bad.;19
Creditworthiness and credit checks;Application;T/F;You can still have a {{high credit score}} even if your {{credit report is very weak}}.;FALSE;TRUE;;;Your credit score is based on the information in your credit report. A high score generally means your credit report is good, a low score means your report is bad.;19
