Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Ending vehicle finance agreements;Retention;MC;If you want to settle your vehicle finance agreement early, you need to request a ____________;Settlement quote;Tax certificate;Invoice;Capital balance statement;If you want to settle early then you need to ask your credit provider for a settlement quote. It may not be the same as your outstanding balance because you might need to pay a penalty.;12
Ending vehicle finance agreements;Application;T/F;Your {{settlement quote}} will always be the same as your contract balance (the total you still owe).;FALSE;TRUE;;;Your settlement quote may not be the same as your contract balance because you might need to pay a penalty for settling early.;18
Ending vehicle finance agreements;Seed;T/F;The {{break}}-{{even point}} on a vehicle finance contract is when the car is worth roughly what you still owe on it.;TRUE;FALSE;;;The break-even point is when you've paid off enough of your debt that the amount you still owe is roughly what the car is worth if you sell it.;6
Ending vehicle finance agreements;Retention;MC;When your car is worth roughly what you still owe on it, it's called the ____________;Break-even point;Depreciation point;Cancellation point;Contract balance point;The break-even point is when you've paid off enough of your debt that the amount you still owe is roughly what the car is worth if you sell it.;13
Ending vehicle finance agreements;Retention;MC;What is the {{break}}-{{even point}} on a vehicle finance contract?;When what you owe is roughly what the car worth;When the car is going to be written off;When you cancel the finance contract;When you've paid half the car cost;The break-even point is when you've paid off enough of your debt that the amount you still owe is roughly what the car is worth if you sell it.;13
Ending vehicle finance agreements;Retention;MC;The break-even point on a vehicle finance contract is when ___________;The car is worth roughly what you owe on it;The car is about to get written off;It's too late to cancel the contract;Contract balance equals capital balance;The break-even point is when you've paid off enough of your debt that the amount you still owe is roughly what the car is worth if you sell it.;13
Ending vehicle finance agreements;Application;T/F;If you sell your car before {{break}}-{{even point}}, you should get roughly enough to settle your finance contract.;FALSE;TRUE;;;If you sell your car BEFORE the break-even point you probably won't get enough money to cover your settlement because what you owe is more than what the car is worth.;19
Ending vehicle finance agreements;Application;T/F;If you sell your car after {{break}}-{{even point}}, you should get roughly enough to settle your finance contract.;TRUE;FALSE;;;If you sell your car after the break-even point then what it's worth is roughly the same as what you still owe on it.;19
Ending vehicle finance agreements;Seed;Y/N;If you find a better car, can you cancel your previous vehicle finance contract without paying it off?;No;Yes;;;A vehicle finance agreement is a legally binding contract to pay back what you owe, even if you change your mind, so if you cancel it you still owe the outstanding amount.;3
Ending vehicle finance agreements;Retention;T/F;You can cancel your vehicle finance without paying it off if you don't need the car anymore.;FALSE;TRUE;;;A vehicle finance agreement is a legally binding contract to pay back what you owe, even if you change your mind, so if you cancel it you still owe the outstanding amount.;10
Ending vehicle finance agreements;Application;T/F;If you sign a vehicle finance contract you need to pay it off in full, even if you cancel it.;TRUE;FALSE;;;A vehicle finance agreement is a legally binding contract to pay back what you owe, even if you change your mind, so if you cancel it you still owe the outstanding amount.;17
Ending vehicle finance agreements;Seed;T/F;While you are paying off your car, it is owned by the bank.;TRUE;FALSE;;;Your credit provider is registered as the owner of the car until it is paid in full, when you need to register it in your name.;4
Ending vehicle finance agreements;Retention;Y/N;Do you own your car while you're paying it off?;No;Yes;;;Your credit provider is registered as the owner of the car until it is paid in full, when you need to register it in your name.;11
Ending vehicle finance agreements;Application;T/F;When you are finished paying off your car, you become the owner.;TRUE;FALSE;;;Your credit provider is registered as the owner of the car until it is paid in full, when you need to register it in your name.;17
Ending vehicle finance agreements;Seed;T/F;When you have finished paying off your car, it will automatically be transferred into your name.;FALSE;TRUE;;;It is your responsibility to get your car registered in your name when you've finished paying it off.;5
Ending vehicle finance agreements;Retention;T/F;You need to register your car in your own name when you've finished paying it off.;TRUE;FALSE;;;It is your responsibility to get your car registered in your name when you've finished paying it off.;12
Ending vehicle finance agreements;Application;T/F;When your car is paid up, you can ask your credit provider to transfer the car to your name.;FALSE;TRUE;;;It is your responsibility to get your car registered in your name when you've finished paying it off.;18
