Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Types of credit agreement;Application;MC;Yini eyenza i{{cost of credit}} ibe nkulu kunenani othenge ngalo esikweletini noma inani olibolekile?;Inzalo nezimali ze sevisi;Intela;Ubugebengu;Iholo nezindleko;i{Cost of credit} isamba semali oyibolekile (noma inani othenge ngalo izinto) kanye nenzalo nezinye izimali zangenyanga zama {admin fees} nezimali zokuqala isikweletu ekuyi {initiation fee};17
Types of credit agreement;Seed;MC-AOTA;Uku aplayela isikweltu esihlelekile kuthembela kuphi?;Zonke ezibaliwe;Imali yesikweletu;Ukukhona kwakho ukukhokha;Ukuba nezikweletu ongazithatha;Ukuthola isikweletu ({approval}) kuncika enanini lemali olibolekile, ukuthi uyakhona yini ukuyibuyisela yonke leyo mali ngama {instalment}, nokuthi unegama elinjani ekukhokheni izikweletu;5
Types of credit agreement;Retention;MC;Ukukhona kwakho ukubuyisela imali yesikweletu oyisebenzisile kubizwa ngani phecelezi?;{Affordability};{Payback-ability};Incebo;Ukukweleteka;Ezimalini, ukukhona ({affordability}) kwakho ubuyisela imali yesikweletu oyibolekile. Uma unganayo i{affordability} eyanele, angeke ukwazi ukubuyisela imali nge {instalment};12
Types of credit agreement;Retention;MC;Amathuba akho okukhokhela kahle isikweletu osithathile abizwa ngani?;{Creditworthiness};Ukuthembeka;{Affordability};{Accountability};Ukukhona kwakho ukukhokhela isikweletu okubizwa nge {creditworthiness} isibalo sokukhona kwakho ukubuyisela imali yezikweletu, okuncike ekubuyiseleni kwakho imali yezinye izikweletu ({credit record});15
Types of credit agreement;Application;T/F;Abakweletisi baphoqeke ngokomthetho ukubheka ukukhona kwakho ukukhokha isikweletu (i{creditworthiness ne affordability});Iqiniso;Amanga;;;Abakweletisi kumele berejiste ne {NCR} ukuze basebenze ngokomthetho. Ingxenye yalokhu ukuthi beqiniseke ukuthi uyakhona ukukhokha imali yesikweletu ngokwe {creditworthiness} ne {affordability};16
Types of credit agreement;Application;T/F;Abakweletisi abahlelekile babheka umlando wokukhokha kwakho, ababheki i{affordability};Amanga;Iqiniso;;;Abakweletisi kumele berejiste ne {NCR} ukuze basebenze ngokomthetho. Ingxenye yalokhu ukuthi beqiniseke ukuthi uyakhona ukukhokha imali yesikweletu ngokwe {creditworthiness} ne {affordability};19
Affordability;Seed;MC;Indlena elula yokuchaza i{{affordability}} kuyini?;Imali onayo yesipele;Ukunyuka kwemali yakho;Izaphulelo ezitolo;Ukuziphatha kwakho ekukhokheni;i{{Affordability}} iyikukhona kwakho ukukhokhela isikweletu. Ukuba ne {affordability} kusho ukuthi unemali eyisipele ngenyanga ongakhokha ngayo i{debit order} noma i{instalment};5
Affordability;Retention;MC;Yini kwezibaliwe esho ukuthi uyakhona ukukhokhela isikweletu se {instalment}?;{Affordability};{Creditworthiness};Incebo;Imali eyisipele;i{{Affordability}} iyikukhona kwakho ukukhokhela isikweletu. Ukuba ne {affordability} kusho ukuthi unemali eyisipele ngenyanga ongakhokha ngayo i{debit order} noma i{instalment};8
Affordability;Retention;MC;Benza ini {{abakweletisi}} ukuze bebone ukuthi ungakhona yini ukukhokha imali yesikweletu?;Ukucwaninga ukukhona ({affordability check});Ukubheka izikweletu;Ukubheka incebo;Ukubheka intela;Uma u aplayela isikweletu, umkweletisi engadinga ukwazi iholo lakho nezindleko zakho kuze ezothola ukuthi usalelwa malini ekupheleni kwenyanga. Ilokhu umkweletisi abheka ngakho i{affordability} yakho;9
Affordability;Retention;MC;Abakweletisi bajwayele ukubheka nini ukuthi uyakhona yini ukukhokha isikweletu?;Uma u aplayela isikweletu;Uma ususitholile isikweletu;Ekupheleni kwesivumelwano sesikweletu;Ababheki;Ukubheka i{affordability} kwenzeka uma u aplayela isikweletu esihlelekile. Eku aplayeni, uzomele ukusho iholo lakho kanye nezindleko ozikhokhelayo kuze i{affordability} yakho izobalwa;10
Affordability;Retention;MC;Abakweletisi badinga miphi imininingwane ukuthola ukuthi uyakhona ukukhokhela isikweletu na?;Iholo nezindleko;Intela oyikhokhayo;Amathikithi emoto;Umlando wakho wokukhokha;Abakweletisi badinga ukwazi ukuthi uhola malini nokuthi unezindleko zamalini. Kusuka lapho, bayabona ukuthi ungakhona yini ukukhokha isikweletu noma cha uma bekuboleka imali;11
Affordability;Retention;MC;Iziphi izindleko ekumele uzibale uma wenza isicelo sesikwetu?;Zonke izindleko;Izindleko eziyisidingo kuphela;Izindleko zemali esalayo kuphela;Irent negrosa kuphela;Abakweletisi abakwazi ukubona ukuthi ungakhona ukukhokhela isikweletu uma bengazazi izindleko zakho zonke. Ingakho kubalulekile ukusho izindleko zakho uma u aplaya;14
Affordability;Application;T/F;Uma i{affordability} yakho, ekuyikukhona kwakho ukukhokha, ingekho phezulu kakhulu, isicelo sesikweletu angeke siphumelele;Iqiniso;Amanga;;;i{{Affordability}} iyikukhona kwakho ukukhokhela isikweletu. Ukungabi ne {affordability} kusho ukuthi awunayo imali eyisipele ngenyanga ongakhokha ngayo i{debit order} noma i{instalment} yesikweletu;15
Affordability;Application;MC;Kuyini isidingo sokuthi abakweletisi bazi ukuthi usebenzisa imali kanjani ngenyanga?;Ukubona ukuthi uyakhona yini;Ukuvala isicelo;Ukukugweba;Ngoba bayakhona;Abakweletisi badinga ukwazi ukuthi uhola malini nokuthi unezindleko zamalini. Kusuka lapho, bayabona ukuthi ungakhona yini ukukhokha isikweletu noma cha uma bekuboleka imali;15
Affordability;Application;T/F;Indlela yokubheka i{affordability} yakho imali esalayo uma usukhokhele izindleko ({discretionary income});Iqiniso;Amanga;;;Abakweletisi badinga ukwazi ukuthi uhola malini nokuthi unezindleko zamalini. Uma imali yeholo yanele kanti zingeningi izindleko, maningi amathuba okuthola isikweletu;16
Affordability;Application;T/F;Uma uhola imali eningi, uba ne {affordability} enkulu;Amanga;Iqiniso;;;i{Affordability} iphathelene nemali esalayo eholweni uma usukhiphe imali yezindleko. Ukuhola kakhulu akwenzi ube ne {affordability} ephezulu uma unezindleko eziningi;16
Affordability;Application;T/F;Ukuhola kancane kuyigaranti ye {affordability} ephansi;Amanga;Iqiniso;;;i{Affordability} iphathelene nemali esalayo eholweni uma usukhiphe imali yezindleko. Kuyenzeka ukuthi uhole kancane kunomunye kodwa ube ne {affordability} encono ngoba unezindleko eziphansi;18
Affordability;Application;Y/N;Kulungile yini ukuthi umkweletisi engayibheki i{affordability} yakho?;Cha;Yebo;;;Abakweletisi abahlelekile abarejistile futhi abalandela imithetho ye {National Credit Act} kumele babheke i{affordability} yakho bengakakuniki isikweletu osiaplayele;19
Affordability;Seed;MC;Ungenza ini ukukhuphula i{affordability} yakho?;Ungaqeda enye yama {account} akho;Ungaqamba amanga ngezikweletu;Ungaqamba amanga ngeholo;Ungaboleka imali;Uma ukhokhela uqeda enye yama {account} onawo, uba nemali engasakhokheli isikweletu, eyenza kunyuke i{affordability} yakho;7
Affordability;Retention;MC;Ukukhokha yonke imali oyikweletayo ngesikweletu esiyi 1 kungenza ini?;Kunyusi i{affordability};Kwehlisa i{affordability};Kunyusa izindleko;Kunyusa izikweletu;Uma ukhokhela uqeda enye yama {account} onawo, uba nemali engasakhokheli isikweletu, eyenza kunyuke i{affordability} yakho;12
Affordability;Retention;Y/N;Uma ukhokhela uqeda i{account} yesitolo sezimpahla, uyanyuka yini i{affordability} yakho?;Yebo;Cha;;;Uma ukhokela uqeda enye yama {account} onawo, uba nemali engasakhokheli isikweletu, eyenza kunyuke i{affordability} yakho;13
Affordability;Application;MC;i{{Affordability}} yakho ingaba ncane uma ungenayo ini?;Imali engena njalo ngenyanga;Umngani onemali;Izitshalomali;Irekhodi lobugebengu;Uma uneholo elingangeni njalo ngenjwayelo, kungaba nzima ukuthi abakweletisi bazi ukuthi ungakhokha imali ethile njalo ngenyanga;16
Affordability;Application;T/F;i{Affordability} yakho yehla ngomzuzu uthatha isikweletu;Iqiniso;Amanga;;;Uma uthatha isikweletu esisha, unyusa imali oyikhokhela izikweletu, okunciphisa i{discretionary income} ekuyimali esala usukhokhele izikweletu. Uma iholo lingakhuphuki, une {affordability} encane;18
Affordability;Application;T/F;Uma une {affordability} ephansi, maningi amathuba okuthola isikweletu uma wenza isicelo;Amanga;Iqiniso;;;Akuhambi kanjalo. Uma i{affordability} yakho incane, mancane amathuba okunikezwa isikweletu ngesicelo;20
Creditworthiness and credit checks;Seed;MC;Amathuba akho okukhokhela imali yesikweletu osibolekile abizwa ngani?;{Creditworthiness};Inhlonipho esikweletini;Ukuphumelela kwesikweletu;{Debtworthiness};Umkweletisi uzofuna ukuthola ukuthi uthembhekile na ekukhokheleni izikweletu ngesikhathi ngokubheka ukuthi ukhokha kanjani ezinye izikweletu ozithathile. Lokhu yi {creditworthiness};5
Creditworthiness and credit checks;Retention;MC;Ngokwezimali ezihlelekile, i{creditworthiness} incike kuphi?;Irekhodi lezikweletu;Irekhodi lobugebengu;Irekhodi lokufunda;Umlando wokuqashwa;Igama lakho ezikweletini umlando wakho nokukhokhela kwakho izikweletu ngokusho kwabakweletisi abake bakubolekisela. Lokhu yi {proof} yomlando wakho;11
Creditworthiness and credit checks;Application;T/F;Irekhodi lakho lezikweletu lisetshenziswa ukuthola i{creditworthiness} yakho;Iqiniso;Amanga;;;Igama lakho ezikweletini umlando wakho nokukhokhela kwakho izikweletu ngokusho kwabakweletisi abake bakubolekisela. Lokhu yi {proof} yomlando wakho;16
Creditworthiness and credit checks;Application;T/F;Uma isicelo sesikweletu siphumelela kusho ukuthi umkweletisi ujabulile ngerekhodi lakho lezikweletu;Iqiniso;Amanga;;;Uma irekhodi lakho lezikweletu linamachashaza amaningi, umkweletisi engakunqabela isicelo sesikweletu. Uma irekhodi lakho linesinqumo sasenkantolo, kumele ngokomthetho isicelo sakho senqatshelwe;18
Creditworthiness and credit checks;Seed;MC;Irekhodi lakho lezikweletu lijwayele ukuvezwa iziphi izinto ezingu 2?;Iriphothi kanye nesko sesikweletu;Iholo nezindleko;i{Payslip} ne {statement} sase {bank};Inombholo yentela neye {ID};Amahhovisi okukweletisa ajwayele ukuveza irekhodi lakho lezikweletu ngeriphothi yezikweletu (umlando wokukhokha kwakho) nesko ({credit score}) okuyi nombholo esho amandla eriphothi lezikweletu zakho;3
Creditworthiness and credit checks;Retention;MC;Iriphothi lakho ({credit report}) ne {credit score} izinto ezikala ini?;Irekhodi lezikweletu;Irekhodi lemfundo;Irekhodi lentela;Irekhodi lokuqashwa;Amahhovisi okukweletisa ajwayele ukuveza irekhodi lakho lezikweletu ngeriphothi yezikweletu (umlando wokukhokha kwakho) nesko ({credit score}) okuyi nombholo esho amandla eriphothi lezikweletu zakho;10
Creditworthiness and credit checks;Application;T/F;Irekhodi lakho lidlala indima enkulu ekutholeni kwakho izikweletu esisha;Iqiniso;Amanga;;;Irekhodi lakho lisho ukuthi uyathembeka ekuthatheni nasekukhokheni izikweletu ngokusho kwesivumelwano. Uma unerekhodi elibi, amathuba okuthola isikweletu esisha mancane;16
Creditworthiness and credit checks;Application;T/F;Uma ujwayele ukungakhokhi ezikweletini, lokhu angeke kuthinte irekhodi lakho ({credit record});Amanga;Iqiniso;;;Ukungakhokhi imali ngisho kayi 1 akubizi ngenzalo kuphela. Kufaka ichashaza erekhodini lakho okungathinta amathuba akho okuthola isikweletu esisha.;17
Creditworthiness and credit checks;Application;MC;Abakweletisi balithola kuphi irekhodi lakho ezikweletini?;Kuma {credit bureau};{SARS};{Home affairs};Ebhange lakho;Amahhovisi ezikweletu ({credit bureaus}) amakhampani akoleka imininingwane yokukhokha izikweletu yabantu. Abakweletisi bathola lemininingwane ngomuntu ofaka isicelo sesikweletu kubo;17
Creditworthiness and credit checks;Seed;MC;Ubani owenza futhi oshintsha amarekhodi ezikweletu abantu?;Ama {credit bureau};Uhulumeni;Abakweletisi;Amabhange;Ama {credit bureau} aqoqa imininingwane yokukhokha kwabantu izikweletukubo bonke abakweletisi abanenhlangano nabo. Basebenzisa lemininingwane ukwenza amariphothi abantu ngabanye;7
Creditworthiness and credit checks;Retention;MC;Ikhampani eqoqa ama riphothi omlando wezikweletu zakho ibizwa ngani?;{Credit bureau};{Credit ombudsman};{Credit council};{Credit club};Ama {credit bureau} aqoqa imininingwane yokukhokha kwabantu izikweletu kubo bonke abakweletisi abanenhlangano nabo. Basebenzisa lemininingwane ukwenza amariphothi abantu ngabanye;8
Creditworthiness and credit checks;Retention;MC-AOTA;Iyiphi kwezibaliwe ekuyisibonelo se {credit bureau}?;Zonke ezibaliwe;TransUnion;Compuscan;XDS;Zonke izinkampani ezibaliwe ziyizibonelo zama {credit bureau}. Abakweletisi bangasebenzisa noma imaphi ama {credit bureau} uma lawo ma {bureau} berejistie ne {NCR};10
Creditworthiness and credit checks;Retention;MC;Ama {credit bureau} athola imininingwane yakho yokukhokha kuphi na?;Kubakweletisi osuke waboleka kubo;{Home affairs};{SARS};Emaphoyiseni;Ama {credit bureau} awacwaningi abantu. Athola imininingwane yawo kubanye abakweletisi bese beyawahlela khona ikhastoma lizoba nefayela lalo;11
Creditworthiness and credit checks;Retention;MC;Ama{credit bureau} ajwayele ukuletha irekhodi lakho ngesimo esinjani?;Iriphothi ne {score};Ngegrafu;Ngendaba;Ngamaphuza angu 10 uma ephelele;Ama {credit bureau} ajwayele ukuletha irekhodi lakho lezikweletu njengombiko osho umlando wakho wokukhokha kanye nenombholo eyi sko esiyinombholo esisho ukukhokha kwakho;13
Creditworthiness and credit checks;Application;T/F;Ama{credit bureau} ayizi nkampani ezizimele angasebenzi ngokuthanda abakweletisi;Iqiniso;Amanga;;;Ama {credit bureau} awamile namuntu. Wona nje abika imininingwane anayo avela kubakweletisi (noma enkantolo uma unesinqumo);16
Creditworthiness and credit checks;Application;T/F;Ama{credit bureau} asebenzisa imininingwane yomlando wakho eyiqiniso engajiki ukwenza amariphothi;Iqiniso;Amanga;;;Ama {credit bureau} awamile namuntu. Wona nje abika imininingwane anayo avela kubakweletisi (noma enkantolo uma unesinqumo);17
Creditworthiness and credit checks;Application;Y/N;Ingabe ama{credit bureau} ayizikhungo zika hulumeni na?;Cha;Yebo;;;Ama {credit bureau} ayizinkampani ezangasese ({private company}). Yize belandela umthetho futhi bebhekwa yi {National Credit Regulatory}, akusiso izikhungo zikahulumeni;18
Creditworthiness and credit checks;Application;T/F;Ama{credit bureau} iyiminyango ({departments}) ema {bank};Amanga;Iqiniso;;;Ama {credit bureau} ayizinkampani ezangasese ({private company}). Yize amabhange ebika kubo, bazimele futhi abangeni ngaphansi kwama {bank} athile;18
Creditworthiness and credit checks;Seed;T/F;Ingabe umuntu ofuna ukubona irekhodi lakho lezikweletu udinga imvume yakho na?;Yebo;Cha;;;Zonke izikhungo nabantu bengafuna ukubona irekhodi lakho lezikweletu ({credit record}) ngokusemthethweni, kodwa badinga imvume yakho ukubona lelo rekhodi;4
Creditworthiness and credit checks;Retention;T/F;Abakweletisi kuphela abangathola i{credit report} lakho;Amanga;Iqiniso;;;Abakweletisi abasemthethweni bangawuthola umbiko wezikweletu zakho ({credit report}) noma yinini uma u aplayela isikweletu. Wena nawe ungazicelela i{credit report} yakho kuma {credit bureau};10
Creditworthiness and credit checks;Retention;MC;Uthola amariphothi mahala awungaki ngonyaka?;1 kuyi {credit bureau} eyi 1;5 kuma {credit bureau} angu 5;1 ngokugcwele;Awekho awamahala;Ungathola i{credit report} ekungumbiko weikweletu zakho mahala kuyi {credit bureau} ebhalisile. Ungayicela kaningi, kodwa angeke kube mahala;11
Creditworthiness and credit checks;Application;T/F;Umthetho uthi wonke umuntu engathola iriphothi eyi 1 ngonyaka mahala kuma {credit bureau} onke;Iqiniso;Amanga;;;Ungathola i{credit report} ekungumbiko wezikweletu zakho mahala kuyi {credit bureau} ebhalisile. Ungayicela kaningi, kodwa angeke kube mahala;16
Creditworthiness and credit checks;Application;T/F;Uzokhokha njalo uma ufuna iriphothi lakho lezikweletu;Amanga;Iqiniso;;;Ungathola i{credit report} ekungumbiko weikweletu zakho mahala kuyi {credit bureau} ebhalisile. Ungayicela kaningi, kodwa angeke kube mahala;17
Creditworthiness and credit checks;Application;T/F;Ukucela ukubona iriphothi lakho kungenza ulawule izikweletu zakho kancono;Iqiniso;Amanga;;;Angeke wazi ukuthi abakweletisi bakubona kanjani ngokwezikweletu uma ungayibonanga i{credit report} yakho. Kuhlakaniphile futhi ukwazi ukuthi irekhodi lakho lezikweletu limi kahle na;18
Creditworthiness and credit checks;Seed;MC-AOTA;Iriphothi lezikweletu ({credit report}) lisho ini?;Zonke ezibaliwe;Izimali ongazikhokhanga;Ukhokha kanjani izikweletu;Unezikweletu ezingakanani;Ungabika isikhalazo ngemininingwane yakho yokukhokhela izikweletu, kanye nama {arrears} nezinye izinto eziphathelene nokukhokha kwakho izikweletu;7
Creditworthiness and credit checks;Retention;MC;Iliphi elinye igama lokusho i{credit report}?;{Credit history} (umlando wezikweletu);Imilayezo yezikweletu;Imibhalo yezikweletu;Umlando wemali;Ama {credit bureau} aphethe ulwazi lokukhokha kwakho izikweletu ngeriphothi yezikweletu ephethe umlando wakho nokukhokha. Uma ungakaze uthathe isikweletu, angeke ube nomlando;9
Creditworthiness and credit checks;Retention;MC-AOTA;Iyiphi kwezibaliwe engavela kuyi riphothi lakho (phecelezi kuyi {credit report})?;Zonke ezibaliwe;Ama {account} adifolthiwe ({defaulted accounts});Izinqumo zenkantolo zezikweletu;Izicelo zezikweletu ezingaphumelelanga;Ama {account} okuthiwa adifolthiwe ({defaulted}) angama {account} la onama {arrears} adlula u 3 {months}, izinqumo zenkantolo, kanye nala izicelo zakho zingaphumelelanga khona yizinto ezithinta igama irekhodi lakho;10
Creditworthiness and credit checks;Retention;MC;Ngenjwayelo. abakweletisi babika nini kuma {credit bureau}?;Njalo ngezinsuku ezingu 30;Njalo ngamasonto amabili;Nsuku zonke;Kanye ngonyaka;Ama {credit bureau} ajwayele ukuriphotha ukukhokha kwamakhasimende njalo ezinsukwini ezingu 30. Yingakho igama lakho nerekhodi lakho kushintsha njalo ngezinsuku ezingu 30;13
Creditworthiness and credit checks;Application;T/F;Uma kunemali ongayikhokhanga, kuthinta igama lakho ne {credit report} yakho kabi;Iqiniso;Amanga;;;Ukungakhokhi ngisho inyanga eyodwa kunemiphumela engekho mihle ngaphezu kwezinzalo. Kuyabhalwa egameni lakho, kuvela eriphothini yakho;15
Creditworthiness and credit checks;Application;Y/N;Imininingwane kuyi {credit report} yakho ivela kubakweletisi une {account} nabo?;Yebo;Cha;;;Ama {credit bureau} ajwayele ukuriphotha ukukhokha kwamakhasimende njalo ezinsukwini ezingu 30. Yingakho igama lakho nerekhodi lakho kushintsha njalo ngezinsuku ezingu 30;16
Creditworthiness and credit checks;Application;T/F;Iriphothi lakho lisho ukuthi ukhokha kahle kanjani izikweletu;Iqiniso;Amanga;;;Iriphothi lakho lisho ukuthi uthembekile na ekukhokheleni isikweletu ovumile ukusibuyisela. Uma izinto erekhodini lakho zithi awukhokhi kahle, mancane amathuba okuthola isikweletu esisha;16
Creditworthiness and credit checks;Seed;MC;Inombolo esho amandla eriphothi lakho ibizwa ngani?;{Credit score};{Credit number};{ID number};Isibalo sesikweletu;i{Credit score} yakho incike em'niningwaneni ekuyi riphothi yakho yezikweletu. i{Score} esiphezulu sisho une {credit report} enhle, okusho ukuthi ukhokha imali ngesikhathi;4
Creditworthiness and credit checks;Retention;MC;Yini kwezibaliwe engathathwa njengesifinyezo ({snapshot}) se {credit report} yakho?;i{Credit score} yakho;Inombolo yakho ye {credit};Inombolo yakho yentela;i{Score} sakho sentela;i{Credit score} yakho incike em'niningwaneni ekuyi riphothi yakho yezikweletu. i{Score} esiphezulu sisho une {credit report} enhle, okusho ukuthi ukhokha imali ngesikhathi;9
Creditworthiness and credit checks;Retention;MC;i{Credit score} yakho incike kuphi?;Kuyi {credit report} yakho;Kuyi {account} yase {bank};Umlando wokuqashwa kwakho;i{Score} sakho sentela;i{Credit score} yakho incike em'niningwaneni ekuyi riphothi yakho yezikweletu. i{Score} esiphezulu sisho une {credit report} enhle, okusho ukuthi ukhokha imali ngesikhathi;11
Creditworthiness and credit checks;Retention;MC;i{Credit score} yakho ibuyekezwa nini?;Kanye ngenyanga;Kanye ngosuku;Kanye ngonyaka;Kabili ngonyaka;Ama {credit bureau} ajwayele ukuriphotha ukukhokha kwamakhasimende njalo ezinsukwini ezingu 30. Yingakho igama lakho nerekhodi lakho kushintsha njalo ngenyanga;12
Creditworthiness and credit checks;Application;T/F;i{{Credit score}} yakho iveza ukukhokha kwakho izikweletu;Iqiniso;Amanga;;;Ama {credit bureau} ajwayele ukuriphotha ukukhokha kwamakhasimende njalo ezinsukwini ezingu 30 okungaveza ushintsho eriphothini yakho yezikweletu. Uma ungakhokhi inyanga, kuzongena erekhodini lakho ngenyanga ezayo;17
Creditworthiness and credit checks;Application;T/F;Ukungakhokhi akuyishintshi i{credit score} yakho;Amanga;Iqiniso;;;Ama {credit bureau} ajwayele ukuriphotha ukukhokha kwamakhasimende njalo ezinsukwini ezingu 30 okungaveza ushintsho eriphothini yakho. Uma ungakhokhi inyanga, kungena erekhodini ngenyanga ezayo;17
Creditworthiness and credit checks;Application;T/F;Uma i{credit score} yakho iphansi, kusho ukuthi kunezinkinga ngendlela osebenzisa ngayo imali;Iqiniso;Amanga;;;i{Credit score} yakho incike emininingwaneni eseriphothini yakho. Uma i{score} sakho sehla ngamaphuzu, kusho ukuthi khona into engeyinhle ebikiwe kuyi {credit bureau};18
Creditworthiness and credit checks;Application;T/F;i{Credit score} yakho ayihlangene nomlando wakho wokukhokha;Amanga;Iqiniso;;;i{Credit score} yakho incike emniningwaneni kuyi riphothi lakho lezikweletu ({credit report}), okungumlando wakho nokukhokha kwakho kwezikweletu ozithathile;18
Creditworthiness and credit checks;Application;T/F;i{Credit score} yakho ihlanganisa amandla e{credit report} yakho;Iqiniso;Amanga;;;i{Credit score} yakho incike em'niningwaneni ekuyi riphothi yakho yezikweletu. i{Score} esiphezulu sisho une {credit report} enhle, okusho ukuthi ukhokha imali ngesikhathi;19
Creditworthiness and credit checks;Application;T/F;Usengaba nayo i{{credit score enkulu}} uma {credit report} yakho ibuthakathaka;Amanga;Iqiniso;;;i{Credit score} yakho incike em'niningwaneni ekuyi riphothi yakho. i{Score} esiphezulu sisho une {credit report} enhle, kanti esiphansi sisho ukuthi iriphothi lakho alikho lihle;19
