Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Gross income vs net income;Retention;MC;Kuyini i{gross income};Lonke iholo {before} ama {deduction};Lonke iholo {after} ama {deduction};Intela {before} ama {deduction};i{Net} yeholo lakho lokuqala ne {bonus};i{Gross} yakho inhlanganisela yawo wonke amaholo owatholayo, engakathathwa ama {deduction}. Ama {deduction} engasuswa ezimalini zama {commission}, ama {donation}, kanye namatoho aseceleni;12
Gross income vs net income;Application;Y/N;Kuyenzeka yini i{gross income} ilingane ne {net income} yakho?;Yebo;Cha;;;Ebantwini abaningi iholo langenyanga ilo lodwa iholo abalitholayo. Lapho, i{net income} ne {net salary} zabo ziyalingana;16
Gross income vs net income;Application;T/F;i{Gross salary} ne {gross income} zihlale zilingana;Amanga;Iqiniso;;;Uma unganawo ama {deduction} futhi ungayikhokhi i{UIF} ngoba uhola kancane, i{net} ne {gross} yakho ziyafana. Uma usebenza eminye imisebenzi, i{net income} yakho ingaba nkulu kune {gross salary} yakho;18
Gross income vs net income;Seed;MC;Yonke imali oyitholayo {after} ama {deduction} ibizwa nge _____________;{Net income};Iholo elingakhokhiswa intela;{Gross income};Iholo le {bonus};i{Net} yimali oyitholayo kuwe wonke amaholo akho uma esethathiwe ama {deduction} anjenge ntela. Uma uholo iholo elilodwa, i{net} yakho yi {net} yeholo lakho;7
Gross income vs net income;Retention;MC;Ichaza ukuthini i{net income};Yonke imali oyitholayo {after} ama {deduction};Yonke imali oyitholayo {before} ama {deduction};Imali yakho yohora yokuhola;i{Net} yentela yonyaka;i{Net} imali oyitholayo kuwo wonke amaholo owatholayo esethathiwe ama {deduction}. Ibala imali oyitholayo kuma {commission}, ama {donation} noma amatoho aseceleni;9
Gross income vs net income;Application;T/F;i{Net} yeholo yimali ogcina iyotholile esandleni (noma kuyi {account} yakho noma ngo {cash});Iqiniso;Amanga;;;Imali oyithola uma ama{deduction} esethathile ibizwa nge {{net slary}}. Ingalingana ne {gross} uma engenawo ama {deduction} ngoba uhola imali encane engathathelwa intela, kodwa ijwayele ukuba ncane;15
Gross income vs net income;Application;T/F;i{Net income} yakho ingavela endaweni eyodwa kuphela;Amanga;Iqiniso;;;i{Net income} yanhlanganisela yawo wonke amaholo owatholayo usubanjelwe ama {deduction}. Uma uhola ngeholo elilodwa, i{net income} yakho i{net salary} yakho;16
Gross income vs net income;Application;T/F;i{Net income} ne {net salary} kuyalingana njao;Amanga;Iqiniso;;;i{Net} yeholo ilangana ne {net} yakho uma iholo kuyiyona yodwa indlela ohola ngayo, kodwa ingaba nkulu uma uhola kwezinye izindawo njengama toho;17
Gross income vs net income;Application;Y/N;Kuyenzeka yini i{gross} ibe ncane kune {net} yakho?;Cha;Yebo;;;Iholo lakho le {net} alikwazi ukubalikhulu kune {gross} ngoba i{net} yimali esele kuyi {gross} uma kuthathwa ama {deduction};18
Gross income vs net income;Application;T/F;Uma umuntu engenawo ama {deduction}, i{gross salary} ingalingana ne {net salary};Iqiniso;Amanga;;;Uma unganawo ama {deduction} futhi ungayikhokhi i{UIF} ngoba uhola kancane, i{net} ne {gross} yakho ziyafana;20
Discretionary income;Seed;MC;Kuyini indleko ({expense}) eyisidingo ({necessary})?;Indleko ekungaphileki ngaphandle kwayo;Into okungamelanga uyithenge;Uhlobo lwe {deduction};Uhlobo lwe {ntela};Izindleko eziyisidingo izindleko ekungaphileki ngaphandle kwazo kanjenge ndawo yokuhlala ({rent}/{mortgage}), ukudla, amanzi, i{transport} yasemsebenzini noma iskole, nogezi ebantwini abaningi;2
Discretionary income;Retention;MC;Into odingayo ukusebenzisa imali kuyo ibizwa ngani?;i{Necessary expense};i{Unnecessary expense};i{Expense} engenasidingo;Indlela ohola ngayo;Izindleko eziyisidingo izindleko ekungaphileki ngaphandle kwazo kanjenge ndawo yokuhlala ({rent}/{mortgage}), ukudla, amanzi, i{transport} yasemsebenzini noma iskole, nogezi ebantwini abaningi;8
Discretionary income;Retention;MC;Yini kulezi ekuyindleko eyisidingo;Ukudla;Ubucwebe;i{Spray} sezinwele;Izinto zokudlala igalofu;Ukudla kuyindleko ekungaphileki ngaphandle kwayo. Ubucwebe, izinto zezinwele kanye nezinto zemidlalo ungakhetha ukuthi uyazithenga noma cha ngoba akusizo izidingo;11
Discretionary income;Retention;MC;Iyiphi kulezi ekuyindleko engabalulekile?;i{Make}-{up};Isinkwa;i{Rent};Ugesi;Ngisho ngabe u{ice ream} uyinto edliwayo, uyakwazi ukuphila ngaphandle kwawo. Lokho kuwenza ube yindleko engasiso isidingo, unga {saver} imali ngokungawuthengi;12
Discretionary income;Retention;MC;Ikuphi ukudla la okuyindleko engabalulekile?;u{Ice cream};Amaveji;Ipapa;Isinkwa;Ngisho ngabe u{ice ream} uyinto edliwayo, uyakwazi ukuphila ngaphandle kwawo. Lokho kuwenza ube yindleko engasiso isidingo, unga {saver} imali ngokungawuthengi;12
Discretionary income;Application;T/F;Ezinye izindleko zibalulekile kunezinye;Iqiniso;Amanga;;;Ngenjwayelo, izimpahla ziyisidingo, angeke uphile ungenazo. Kodwa izimpahla ezintsha unazo ezisebenzayo yindleko engenasidingo;16
Discretionary income;Application;Y/N;Ukuya kuma {restaurant} kuyindleko ebalulekile?;Yebo;Cha;;;Akunalutho olu {wrong} ngokudla ukudla e {restaurant} uma ukhona ukukuthenga. Kodwa unga {saver} imali ngokudla endlini noma ukuphatha isikhaftini;16
Discretionary income;Application;Y/N;Ngabe yonke into edliwayo iyindleko ebalulekile na?;Cha;Yebo;;;Akunalutho olu {wrong} ngokudla ukudla e {restaurant} uma ukhona ukukuthenga. Kodwa unga {saver} imali ngokudla endlini noma ukuphatha isikhaftini;18
Discretionary income;Application;T/F;Kujwayelekile ebantwini ukusebenzisa imali ezindlekweni ezingabalulekile;Iqiniso;Amanga;;;Abantu abaningi uthola ukuthi basebenzisa imali ezintweni ezingasiso isidingo. Akusilo icala, kodwa ukusebenzisa imali ngobuhlakani ukwazi umehluko ezintweni eziyidingo nekungesizo;15
Discretionary income;Seed;MC;Imali osala nayo uma usukhokhele izidingo ibizwa ngani?;i{Discretionary income};i{Gross income};Iholo lakho elikhulu;Izinsalela;i{Discretion} ichaza ukuthi {{ungazikhethela}}, k'shuthi i{discretionary income} yimali esalayo eholweni uma izidingo usuzikhokhele - kanjengo kudla;7
Discretionary income;Retention;MC;Uma usukhokhele izidingo, imali esalayo ibizwa ngani?;i{Discretionary income};Iholo elinye;Izinsalela ze {income};i{Taxable income};Kahle kahle, uma usukhokhele izinto ozidingayo njenge {rent} negrosa, usalelwa yimali ogayisebenzisa ngokubona. Lemali ibizwa nge {discretionary income};9
Discretionary income;Retention;T/F;i{Discretionary income} imali uokukhokhela izinto ekungesizo izidingo;Iqiniso;Amanga;;;i{Discretionary income} yimali onayo usuzikhokhele izidingo. Iyona ongayisebenzisela ukuthenga izinto njezimpahla ezintsha ongazidingi, nokuyodla ema {restaurant};10
Discretionary income;Retention;MC;Yini kulezi engakhokhelwa nge {discretionary income}?;i{Playstation};Amanzi;Ugesi;i{Rent];Kahle kahle, kumele uthenge izinto ezingasizo izidingo njenge {Play Station} uma usuzikhokhele izidingo - ngamanye amazing, uma une {discretionary income} eyanele;11
Discretionary income;Retention;MC;Iyiphi kulezi ekumele iphume kuyi {discretionary income}?;Ama {saving};Amanzi;Ugesi;Ukudla;Indlela ehlakaniphile yokusebenzisa i{discretionary income} ukuyi {saver} kunokusebenzisa ezintweni zobumnandi yonke;12
Discretionary income;Application;MC-AOTA;Iyiphi kulezi ekumele iphume kuyi {discretionary income}?;Zonke ezibaliwe;Ukuyobuka ama {movie};Amathikithi okubuka umculi;i{Burger} nama {chips} e{takeaway};Izinto ekungesizo izidingo kumele uzikhokhele nge {discretionary income}. Ngamanye amazwi, kumele ukhokhele izidingo kuqala;13
Discretionary income;Application;T/F;Amanzi nogesi ajwayele ukukhokhelwa nge {discretionary income};Amanga;Iqiniso;;;Amanzi nogesi - nezinto ezinjenge grosa ne{rent} - yizinto eziyizidingo ekumele uzikhokhele kuqala. Uma unemali esele eholweni ({discretionary income}), ungayisebenzisela izinto zobumnandi;15
Discretionary income;Application;Y/N;i{Discretionary income} isebenziselwa ukukhokhela ubumnandi nezinto ezimnandi njengama holidi?;Yebo;Cha;;;i{Discretionary income} yimali onayo esele uma usukhokhele izinto eziyisidingo. Iyona ongayisebenzisela izinto njengokudla oku {fancy}, ukuya kuma {dinner}, nezimpahla ongazidingi;17
Discretionary income;Application;T/F;{Discretionary income} = {net income} - izindleko eziyisidingo;Iqiniso;Amanga;;;i{Net income} yimali osala nayo esethathiwe ama {deduction}. Iyona ekhokhela izidingo njengendawo yokuhlala, ukudla, nogesi. Imali esele kulokho yi {discretionary income};18
Discretionary income;Application;MC;Uma ungenamali esele uqeda ukukhokhela izidingo, awunayo i_______________;{Discretionary income};{Net income};{Gross income};Holo;Uma ungasalelwa mali usukhokhele izidingo kanjengo gesi noma i{rent}, awunayo i{discretionary income};20
Discretionary income;Application;T/F;Wonke umuntu kumele azimisele ukusala nemali ekupheleni kwenyanga ({discretionary income});Iqiniso;Amanga;;;Ukuba nemali esele ekupheleni kwenyanga ({discretionary income}) indlela e {safe} yokuphila. Uyakwazi uku {saver} khona uzoba nemali uma kuvela isidingo;15
Financial security;Retention;MC;Indlela yokuchaza i{financial security} ukuthini?;Ukuba nemali eyanele;Ukuba nemali encane;Ukuba nezikweletu;Ukuhola kakulu;i{Financial security} ukuba nemali eyanele ukukhokhela impilo oyiphilayo, futhi unenye imali yoku {saver}. Uma usele nemali eholweni kaningi, une {financial security} kahle;4
Financial security;Seed;MC;Kubizwa nga ukuba nemali ekuphele kwenyanga?;i{Financial security};Ukungabi {safe} ngokwezimali;Ukufunda;Ukuhola kahle;Ukuba ne {financial security} ukuba nemali eyanele uku {cover} izidingo zakho kanye nezikweletu njalo ngenyanga. Ukuba ne {financial security} kahle ukuba nemali eyanele ukuze uyibeke njalo ngenyanga;8
Financial security;Retention;MC;Ukuba nemali eyanele ukuthokhela impilo yakho, futhi ube nemali ekupheleni kwenyanga, kubizwa ngani?;i{Financial security};Ulkuwina ngezimali;i{International security};Ukuthuka ngama {finance};i{Financial security} ukuba nokuthula wazi ukuthi unemali eyanele yokukhokhela izidingo ube unemali onayo yezidingo nezinye izinto ofuna ukuzenza ngemali;9
Financial security;Retention;MC-AOTA;Udinga imali engekanani ukuze ube ne {financial security}?;Zonke ezibaliwe;Imali yokukhokhela izindleko;Imali eyanele yoku {saver};Imali yokukhokhela ama ({emergency});i{Financial security} ukuba nemali eyanele ukukhokhela impilo oyiphilayo, futhi unenye imali yoku {saver}. Uma usele nemali eholweni kaningi, une {financial security} kahle;11
Financial security;Application;T/F;Ukuba ne {discretionary income} eningi kusho ukuthi ungaba {financially secure};Iqiniso;Amanga;;;Imali yoku {saver}, yama {emergency}, kanye ne {retirement} ziqhamuka kuyi {discretionary income}. K'shuthi uma uneningi, ungaba ne {financial security};16
Financial security;Application;Y/N;Ungaba ne {financial security} uma ungenayo i{discretionary income};Cha;Yebo;;;Imali yoku {saver}, yama {emergency}, kanye ne {retirement} ziqhamuka kuyi {discretionary income}. K'shuthi uma ungenayo, ungebe ne {financial security};17
Financial security;Application;T/F;Abantu abahola imali eningi bahlale bene {financial security};Amanga;Iqiniso;;;i{Financial security} ayiveli ngeholo kuphela, kuya ngokuthi usalelwa imali engakanani yeholo. Kuyenzeka ube ne {financial security} kakhulu kunomuntu ohola kakhulu kunawe;17
Financial security;Application;T/F;Awukwazi ukuba ne {financial security} uma uhola kancane;Amanga;Iqiniso;;;Ngisho ngabe uhola malini, uma iholo likhokhela izidingo futhi unemali esele ekuphele kwenyanga, une {financial security}. Ukuhola kakhulu akusiyo i{guarantee} ye {financial security};18
Financial security;Application;MC;Uma engenayo imali eyanele yokukhokhela izidingo, kuthiwani?;Awukho {financially secure};Awufudile;Une {financial security};Unebhadi;Uma ekupheleni kwenyanga awunayo imali eyanele, usenkingeni futhi awunayo i{financial security};19
Financial security;Application;Y/N;Kumele ubeke imali uma ungenayo eyanele yokukhokhela izindleko;Cha;Yebo;;;Ukuze ube ne {financial security} ube {right}, kumele ukwazi ukukhokhela izindleko kuqala. Uma sezikhokhelwe, usunga {saver};19
Financial security;Seed;MC-AOTA;Ukuba {financially secure} kwenza ukwazi ukwenza ini? ;Zonke ezibaliwe;Ukubeka imali yama {emergency};Ukubeka imali ye {retirement};Ukukhokhela zonke izindleko;Ukuba {financially secure} kusho ukuthi awudingi ukuba ne {stress} ngemalingoba zonke izinto zakho uyakwazi ukuzikhokhela, futhi usala nemali ekupheleni kwenyanga;5
Financial security;Retention;MC;Yini eyenza ukwaiz ukubeka imali?;Ukuba ne {financial security};Ukwenza i{fraud};Ukuzimela;Ukuthola i{degree};Ukuze ukwazi ukubeka imali ({saver}), kumele ube nemali eyanele yokukhokhela izindleko kuqala futhi usalelwe ngenye. Ngamanye amazwi, kumele ubu ne {financial security} kuqala;8
Financial security;Retention;MC;Uma unemali eyanele kuma {emergency}, Usuke unjani?;u{Financially secure};Uyisigebengu;Uya {actor};Awukho {safe};Uma u {financially secure} ngempela, kumele ube nemali eyanele yokukhokhela izindleko zakho, futhi nenye esele yokukhokhela izindleko zama {emergency};12
Financial security;Application;T/F;Uma u {financially secure}, uyakwazi ukukhokhela izidingo futhi uku {saver};Iqiniso;Amanga;;;Uma u {financially secure}, unemali eyanele uma kuvela izinto ezidinga ukukhokhelwa zama {emergency}. Uma kukhona okufayo noma ugula, ungakhokhela lezizinto ungabolekanga mali;17
Financial security;Application;T/F;Ukuba {financially secure} kwenza kube nzima uku {saver for} i{retirement};Amanga;Iqiniso;;;Ukuba ne financial security kwenza ukwazi uku{save}ela i{retirement}. Lokhu kwenzeka uma unemali eyanele ongayibeka ekupheleni kwenyanga;18
Financial security;Application;Y/N;Unayo yini i{financial security} uma kumele uboleke imali ukukhokhela izinto?;Cha;Yebo;;;Ingxenye enkulu yokuba {financially secure} yikuba nemali eyanele yokukhokhela izindleko ezingalendelekile. Abantu abane {financial security} abadingi ukuboleka uma kuvela lezindleko;19
Financial security;Application;Y/N;Ukuba ne {financial security} kwenza ukwazi yini ukulawula izikweletu zakho?;Yebo;Cha;;;Uma kumele ulokhu uboleka imali ukukhokhela izindleko, uzithola ulokhu uboleka ukukhokhela izikweletu ezilokhu zinyuka. Ukuba ne {financial security} kwenza ukwazi ukunciphisa izikweletu;20
Financial security;Seed;MC-AOTA;Yini kulezi engakusiza ube {financially secure} kakhulu?;Zonke ezibaliwe;Ukunciphisa izindleko ezingenasidingo;Ukuyeka izindleko ezingenasidingo;Ukunyusa iholo;Ukuthola iholo elikhulu yindlela yokuba ne {financial security}, kodwa akuyona yodwa. Ukunciphisa imali oyisebenzisayo ezindlekweni yindlela ehlakaniphile yokuthola i{financial security};5
Financial security;Retention;MC;Uku {saver} imali la ongakwazi khona kubizwa ngani?;Ukunciphisa ama {expense} anganasidingo;Ukunyusa izindleko ezingenasidingo;Ukunyusa iholo olitholayo;Ukwehlisa iholo;Ukunciphisa izindleko ezingenasidingo yinto ongayenza manje ukuba ne {financial security}. Ungathola ukuthi unganciphisa imali oyisebenzisayo kakhulu ngokwenza njalo;9
Financial security;Retention;MC;Isinyathelo sokuqala ekubeni {financially secure} ukwenza ini?;Ukunciphisa ama {expense} anganasidingo;Ukuthola umsebenzi omusha;Ukunyusa iholo olitholayo;Ukukhokha intela eningi;Ukunciphisa izindleko ezingenasidingo yinto ongayenza manje ukuba ne {financial security}. Ukwenza i{budget} kungakubonisa ukuthi unganciphisa imali kuphi. ;10
Financial security;Retention;MC;Yini kulezi engasiza ukunciphisa izindleko ezingenasidingo?;i{Budget};i{Degree} yobumeli;Umsebenzi oncono;i{Calculator};Ukwenza i{budget} yindlela yokubona ukuthi usebenzisa imali kuphi kanjani. Kungakubonisa ukuthi yikhuphi la osebenzisa khona imali ngokungesidingo;12
Financial security;Application;T/F;Ukuthola iholo elikhulu iyona yodwa indlela yokuba {financially secure};Amanga;Iqiniso;;;Ukuthola iholo elikhulu yindlela yokuba ne {financial security}, kodwa akuyona yodwa. Ukunciphisa imali oyisebenzisayo ezindlekweni yindlela ehlakaniphile yokuthola i{financial security};12
Financial security;Application;T/F;Ukunciphisa imali oyisebenzisayo ezintweni ezingenasidingo indlela yokuqala ekubeni {financially secure};Iqiniso;Amanga;;;Uma imali onayo inganeli ukukhokhela izikweletu onazi, ungacabanga ukuthi kumele uhole kakhulu. Kumele uqale ngokunciphisa izinto ezingenasidingo osebenzisa imali kuzona;15
Financial security;Application;T/F;Ukuthenga igrosa la ebiza khona kancane yindlela elungile yokunciphisa ukusebenzisa kwakho kwemali;Iqiniso;Amanga;;;Kungenza umehluko omkhulu kuyi {financial security} yakho uma ubona ukuthi izinto zibiza malini, uthenge la ezibiza kancane khona;15
Financial security;Application;T/F;Ukusebenzisa i{WiFi} la oyithola khona indlela enhle yokonga imali;Iqiniso;Amanga;;;Izinto ezincane njengokusebenzisa i{WiFi} uma ikhona (emsebenzini noma kephi) kuze uzonciphisa i{data} oyisebenzisayo okuzomele uyikhokhele;16
Financial security;Application;Y/N;Ukwenza i{budget} yindlela e{right} yokubona ukuthi usebenzisa imali kanjani;Yebo;Cha;;;Ukwenza i{budget} yindlela yokubona ukuthi usebenzisa imali kuphi kanjani. Kungakubonisa ukuthi yikhuphi la osebenzisa khona imali ngokungenasidingo;17
